String Length (l),Initial Detectors (N),Matching Threshold (r),Repetition,Generation,Mean Pathogen Fitness,Mean Protein Score,Unique Detectors,Detector Shannon,Detector Hamming,Unique Pathogens,Pathogen Shannon,Pathogen Hamming,Active Detectors,Average Detector Coverage
5,500,2,2,50,0.0,0.5052,13,2.5524310513074857,2.064609218436874,32,3.4478080753304297,2.5015535535535536,500,0.600578
5,500,2,2,51,0.0,0.5012,13,2.5524310513074857,2.064609218436874,32,3.44515146351997,2.4995035035035036,500,0.5950859999999999
5,500,2,2,52,0.0,0.5002000000000001,13,2.5524310513074857,2.064609218436874,32,3.4472567398713414,2.4996296296296294,500,0.5939500000000001
5,500,2,2,53,0.0,0.4964,13,2.5524310513074857,2.064609218436874,32,3.445478403923399,2.5006726726726725,500,0.5915799999999999
5,500,2,2,54,0.0,0.5032000000000001,13,2.5524310513074857,2.064609218436874,32,3.4399469890927774,2.50016016016016,500,0.59332
5,500,2,2,55,0.0,0.5042000000000001,13,2.5524310513074857,2.064609218436874,32,3.4523183983370505,2.5004624624624623,500,0.59869
5,500,2,2,56,0.0,0.4948,13,2.5524310513074857,2.064609218436874,32,3.4480930454760252,2.5005765765765764,500,0.5932719999999999
5,500,2,2,57,0.0,0.496,13,2.5524310513074857,2.064609218436874,32,3.446940315281692,2.5002962962962965,500,0.5941799999999999
5,500,2,2,58,0.0,0.5114000000000001,13,2.5524310513074857,2.064609218436874,32,3.453157944696718,2.4983643643643645,500,0.6035
5,500,2,2,59,0.0,0.49920000000000003,13,2.5524310513074857,2.064609218436874,32,3.449023422249093,2.4984464464464464,500,0.5915920000000001
5,500,2,2,60,0.0,0.5004000000000001,13,2.5524310513074857,2.064609218436874,32,3.4527790127256415,2.500996996996997,500,0.595
5,500,2,2,61,0.0,0.506,13,2.5524310513074857,2.064609218436874,32,3.4430935134167524,2.501041041041041,500,0.6021859999999999
5,500,2,2,62,0.0,0.5078,13,2.5524310513074857,2.064609218436874,32,3.4494285737792683,2.5011911911911913,500,0.5983599999999999
5,500,2,2,63,0.0,0.5024000000000001,13,2.5524310513074857,2.064609218436874,32,3.4476718679353806,2.50004004004004,500,0.6011899999999999
5,500,2,2,64,0.0,0.49900000000000005,13,2.5524310513074857,2.064609218436874,32,3.447752256727559,2.5004704704704706,500,0.597634
5,500,2,2,65,0.0,0.5024000000000001,13,2.5524310513074857,2.064609218436874,32,3.4479210269845333,2.5006246246246246,500,0.596576
5,500,2,2,66,0.0,0.5064000000000001,13,2.5524310513074857,2.064609218436874,32,3.441287945116041,2.4998998998999,500,0.605694
5,500,2,2,67,0.0,0.49060000000000004,13,2.5524310513074857,2.064609218436874,32,3.4473980929907704,2.5006026026026027,500,0.585894
